"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_m","Li_sd","Li_q1","Li_q3","Biomass","Location","Observer"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H72",3,1.497419567,5,1.882096196,290,1.65,0.0856371499090909,234.328980957561,4.40064085721165,225.217128625128,242.55359450625,346,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H72",4,1.673924524,5,1.882096196,290,1.65,0.0856371499090909,260.094564844795,2.52270523989261,254.839611689779,264.775996994101,346,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H72",5,1.787942067,5,1.882096196,290,1.65,0.0856371499090909,276.534398587697,1.1793901778332,274.068920795152,278.71370146426,346,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H73",0,0.107823931,6,1.653919863,252,1.65,0.0856371499090909,1.65,4.45455245660761e-15,1.64999999999999,1.65000000000001,202,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H73",1,0.754864889,6,1.653919863,252,1.65,0.0856371499090909,117.155204075365,7.28891895684121,102.444961824007,131.191908255141,202,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H73",2,1.007231685,6,1.653919863,252,1.65,0.0856371499090909,156.647480186793,6.31221937415941,143.705654227283,168.594153188244,202,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H73",3,1.227567792,6,1.653919863,252,1.65,0.0856371499090909,189.924206558274,4.67151077816845,180.24191427073,198.65639075788,202,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H73",4,1.334572465,6,1.653919863,252,1.65,0.0856371499090909,205.76154579592,3.66501595317499,198.130517146024,212.575577044814,202,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",1,0.779623627,15,3.063388965,420,1.65,0.0856371499090909,116.258250268538,10.9476218879034,94.9148244633227,138.145851179314,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",2,1.236633474,15,3.063388965,420,1.65,0.0856371499090909,183.094257891864,11.814293310954,159.539627176926,206.191094045818,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",3,1.550463045,15,3.063388965,420,1.65,0.0856371499090909,226.527149842716,11.1334998053983,204.082752057495,248.041123856823,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",11,2.669274593,20,3.85913994,466,1.65,0.0856371499090909,342.985856673887,9.61819716531605,323.436994982012,361.350702907083,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",12,2.75530947,20,3.85913994,466,1.65,0.0856371499090909,352.186597418988,9.03758241988327,333.788092459118,369.412329530505,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",1,0.839677319,11,2.64832007,346,1.65,0.0856371499090909,135.756503921347,13.4376621184172,110.151097434327,162.996334021098,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",2,1.3724587,11,2.64832007,346,1.65,0.0856371499090909,202.559495323879,11.6325110001172,179.634585388792,225.610417114711,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",3,1.520957858,11,2.64832007,346,1.65,0.0856371499090909,220.230082000644,10.6995170004732,199.009634910856,241.322993806443,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",4,1.686487312,11,2.64832007,346,1.65,0.0856371499090909,239.555062477725,9.49576962098325,220.599943884608,258.10483201567,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",5,1.83003173,11,2.64832007,346,1.65,0.0856371499090909,256.031041957938,8.32915906757741,239.320864197002,272.17519478537,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",6,1.932212942,11,2.64832007,346,1.65,0.0856371499090909,267.614428590852,7.43633634698706,252.645762382862,281.987669463175,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",7,2.069070532,11,2.64832007,346,1.65,0.0856371499090909,282.955092034271,6.16641938583521,270.490825195429,294.834161448035,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",0,0.113225439,15,3.063388965,420,1.65,0.0856371499090909,1.65,4.62610372563396e-15,1.64999999999999,1.65000000000001,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",12,2.421175785,12,2.515753795,342,1.65,0.0856371499090909,331.411237984609,1.1364409646234,329.079879724787,333.546107591794,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",9,2.361452391,11,2.64832007,346,1.65,0.0856371499090909,315.129371603573,3.20036086636104,308.605592276558,321.252354733253,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",10,2.471042536,11,2.64832007,346,1.65,0.0856371499090909,326.998594126733,2.00913575118117,322.890874823678,330.833158185812,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",11,2.564648092,11,2.64832007,346,1.65,0.0856371499090909,337.061261149188,0.960473109074361,335.09278688123,338.89067987797,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",0,NA,12,2.515753795,342,1.65,0.0856371499090909,1.65,7.06036471259142e-16,1.65,1.65,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",4,1.668585984,12,2.515753795,342,1.65,0.0856371499090909,244.209543588086,8.88864551870798,226.393555143932,261.264006934793,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",5,1.742835563,12,2.515753795,342,1.65,0.0856371499090909,253.083387765552,8.24421436503313,236.511549164428,268.847200120369,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",6,1.829443877,12,2.515753795,342,1.65,0.0856371499090909,263.349717615146,7.45448955637437,248.317550108373,277.549147721926,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",7,1.924291122,12,2.515753795,342,1.65,0.0856371499090909,274.494141491329,6.54556896344037,261.251213581494,286.912743106488,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",8,2.019999011,12,2.515753795,342,1.65,0.0856371499090909,285.641398844111,5.58468673846945,274.307410753489,296.214147349555,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H28",0,0.084077345,13,3.042117535,420,1.65,0.0856371499090909,1.65,3.59724331329363e-15,1.64999999999999,1.65000000000001,1144,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H28",1,1.012539382,13,3.042117535,420,1.65,0.0856371499090909,156.301026408476,12.5698212436181,131.599978819393,181.120432929943,1144,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H28",2,1.439150446,13,3.042117535,420,1.65,0.0856371499090909,216.081414193826,12.0764746422187,191.92238833137,239.497505435856,1144,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H81",8,2.221835057,11,2.64832007,346,1.65,0.0856371499090909,299.861911905496,4.65711699891941,290.406775646453,308.800638852453,600,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",11,2.323682196,12,2.515753795,342,1.65,0.0856371499090909,320.419872146044,2.2749183393734,315.764306531419,324.701320803635,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",9,2.644578972,15,3.063388965,420,1.65,0.0856371499090909,368.418580516274,4.03211707240336,360.074556054413,375.986014211589,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",14,2.931229712,20,3.85913994,466,1.65,0.0856371499090909,370.83247372693,7.78665559708241,354.930543269162,385.622474635235,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",15,3.112229712,20,3.85913994,466,1.65,0.0856371499090909,389.796452464655,6.41640607731886,376.652889453727,401.942561917169,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",1,0.606867366,12,2.515753795,342,1.65,0.0856371499090909,106.515499524853,13.0409966390455,82.1755466410467,133.40286114444,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",13,2.8223766,20,3.85913994,466,1.65,0.0856371499090909,359.321001314459,8.57052394412808,341.851932796683,375.634542007127,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H41",13,2.24966606,16,2.573660813,383,1.65,0.0856371499090909,339.022141378479,3.58298102264508,331.610868463714,345.727907221552,845,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H41",14,2.358413474,16,2.573660813,383,1.65,0.0856371499090909,353.878386041317,2.43412541731266,348.831276971065,358.421064536367,845,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",16,3.28094545,20,3.85913994,466,1.65,0.0856371499090909,407.286014521584,5.06902349434616,396.874630541514,416.852737043008,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",17,3.368243789,20,3.85913994,466,1.65,0.0856371499090909,416.268548162262,4.34692287757678,407.328420639618,424.460126548636,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",6,2.243975681,15,3.063388965,420,1.65,0.0856371499090909,317.836985122075,7.29866044041993,302.854176942563,331.662049711886,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",7,2.392925336,15,3.063388965,420,1.65,0.0856371499090909,336.801108961755,6.15942977182132,324.117060369619,348.426505216354,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H41",15,2.447464021,16,2.573660813,383,1.65,0.0856371499090909,365.970607920832,1.45201587049081,362.95416079054,368.674347257942,845,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",10,2.201526557,12,2.515753795,342,1.65,0.0856371499090909,306.532862791966,3.65120775079509,299.084667119126,313.420734962152,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H91",9,2.101122374,12,2.515753795,342,1.65,0.0856371499090909,295.016908986542,4.73790832070685,285.378772603429,303.972335874808,596,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",4,1.794309308,15,3.063388965,420,1.65,0.0856371499090909,259.269821536655,10.0990698893062,238.764406173683,278.634310009481,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",5,2.02535043,15,3.063388965,420,1.65,0.0856371499090909,289.626576732383,8.78939167616754,271.6740208156,306.369642621231,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",8,2.533655575,15,3.063388965,420,1.65,0.0856371499090909,354.544689744846,4.99955960797236,344.220309289211,363.950630654807,1092,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H19",18,3.494453931,20,3.85913994,466,1.65,0.0856371499090909,429.177771181796,3.27446072471688,422.430786083815,435.335302868549,1724,"Hao","Fabien Morat"
"Serranidae","Epinephelus","Epinephelus polyphekadion","H71",10,2.731112202,15,3.063388965,420,1.65,0.0856371499090909,379.17706814723,3.24663310993022,372.447935169803,385.259141042299,1092,"Hao","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",12,1.35070451,12,1.373376078,196.73,1.55,0.0479858466666667,194.096375673727,0.487494902905923,193.059905861743,194.945225547126,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",2,0.599327991,5,0.885837874,201.19,1.55,0.0479858466666667,136.180426543123,7.80128808188005,119.850868212529,150.008035397367,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",11,1.313907771,12,1.373376078,196.73,1.55,0.0479858466666667,189.805472850502,1.26570281915489,187.12160567662,192.016074211772,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",0,NA,12,1.373376078,196.73,1.55,0.0479858466666667,1.55,1.08414195981531e-15,1.55,1.55,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",3,0.692413973,5,0.885837874,201.19,1.55,0.0479858466666667,157.472430617649,5.76655466117693,145.240342573487,167.529515128244,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",4,0.755540829,5,0.885837874,201.19,1.55,0.0479858466666667,171.809487929077,4.0966828302169,163.050177860346,178.882849779566,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",10,1.253080146,12,1.373376078,196.73,1.55,0.0479858466666667,182.665848279544,2.51546891713677,177.356398766183,187.078189908834,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",1,0.479854145,5,0.885837874,201.19,1.55,0.0479858466666667,108.520180882419,9.54306816130248,88.9550052952666,125.843278486325,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",3,0.694041738,13,1.210498789,232.62,1.55,0.0479858466666667,138.479414185996,10.4166833952943,117.059264245922,157.348994618952,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",4,0.768452759,13,1.210498789,232.62,1.55,0.0479858466666667,152.439712442389,9.44728675080391,132.839786220608,169.380355270399,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",5,0.841633802,5,0.885837874,201.19,1.55,0.0479858466666667,191.251301320194,1.48197909039395,188.051629090973,193.777787902446,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",0,NA,17,1.337619648,245.5,1.55,0.0479858466666667,1.55,9.27627399441635e-16,1.55,1.55,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",1,0.493121689,17,1.337619648,245.5,1.55,0.0479858466666667,105.386661584722,15.632435596453,75.612009362594,136.310116069942,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",1,0.487594093,12,1.373376078,196.73,1.55,0.0479858466666667,85.4681814181587,12.5625282914966,61.1827331875246,109.910460354595,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",5,0.819853148,13,1.210498789,232.62,1.55,0.0479858466666667,161.988679302774,8.65471453905119,143.932036589413,177.406425194971,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",3,0.763412333,12,1.373376078,196.73,1.55,0.0479858466666667,122.518725917769,10.4968553255647,101.374778119605,142.024486650466,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",4,0.862659499,12,1.373376078,196.73,1.55,0.0479858466666667,135.174497815077,9.23778156055406,116.366501378815,152.087882007096,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",5,0.946146025,12,1.373376078,196.73,1.55,0.0479858466666667,145.611006339958,8.01787735482244,129.154931110217,160.12690224544,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",2,0.665790614,12,1.373376078,196.73,1.55,0.0479858466666667,109.762087648587,11.4997858063811,86.8764361967516,131.481398626325,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",9,1.19225252,12,1.373376078,196.73,1.55,0.0479858466666667,175.465043331748,3.71713042685652,167.65734201262,182.021370248221,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",2,0.623316919,13,1.210498789,232.62,1.55,0.0479858466666667,125.041606150474,11.1211523128887,102.38724765437,145.399402547895,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",3,0.706018114,13,1.349723345,254.77,1.55,0.0479858466666667,146.454560849053,14.3250878166826,118.079284956154,174.366010152396,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",4,0.778143006,13,1.349723345,254.77,1.55,0.0479858466666667,159.09084481947,13.2852649865835,132.503703785496,184.648125742955,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",5,0.854543268,13,1.349723345,254.77,1.55,0.0479858466666667,172.303877181334,11.9940295069072,148.065373289464,195.041565313327,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",6,0.919735292,13,1.349723345,254.77,1.55,0.0479858466666667,183.453863968037,10.7530790167019,161.557929917911,203.625008396443,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",7,0.981355094,13,1.349723345,254.77,1.55,0.0479858466666667,193.89770262636,9.47250801289043,174.481274886681,211.519961520178,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",2,0.5914731,17,1.337619648,245.5,1.55,0.0479858466666667,122.859260202121,15.028344464902,93.6843294245246,151.964990935171,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",3,0.648857767,17,1.337619648,245.5,1.55,0.0479858466666667,132.850381504675,14.4680881324044,104.46547926721,160.608969819065,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",4,0.701202776,17,1.337619648,245.5,1.55,0.0479858466666667,141.85187788763,13.8411001281782,114.459597354167,168.155607064754,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",5,0.761344276,17,1.337619648,245.5,1.55,0.0479858466666667,152.075946390445,12.9974098919593,126.117891202725,176.557479171058,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",6,0.817245975,17,1.337619648,245.5,1.55,0.0479858466666667,161.476976670457,12.1054014886762,137.112107881322,184.071558777093,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",8,1.136781807,12,1.373376078,196.73,1.55,0.0479858466666667,168.841516118709,4.76842808663252,158.872565649189,177.305420433772,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B062",0,0.051894123,5,0.885837874,201.19,1.55,0.0479858466666667,1.55,3.2469778434602e-15,1.54999999999999,1.55,106.45,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",2,0.61356272,13,1.349723345,254.77,1.55,0.0479858466666667,129.98893170624,15.3679353247284,100.002367596092,160.406462363495,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",9,0.970866628,17,1.337619648,245.5,1.55,0.0479858466666667,186.873181431696,9.18499894909331,168.040765657379,203.643716703214,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",10,1.028146642,17,1.337619648,245.5,1.55,0.0479858466666667,196.198640451026,7.93961603122702,179.820856826393,210.588470677634,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",11,1.069195394,17,1.337619648,245.5,1.55,0.0479858466666667,202.838817770111,6.99996234360267,188.339997606359,215.463556473776,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",12,1.110968591,17,1.337619648,245.5,1.55,0.0479858466666667,209.561671376564,6.00534186422231,197.073249838723,220.345420557526,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",6,0.882980004,13,1.210498789,232.62,1.55,0.0479858466666667,173.621480750191,7.55597268596847,157.756041190165,186.979398093719,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",8,1.034364527,13,1.349723345,254.77,1.55,0.0479858466666667,202.814202538021,8.29314877314877,185.724470460211,218.127181721004,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",9,1.098019849,13,1.349723345,254.77,1.55,0.0479858466666667,213.444642975539,6.78821005483215,199.372084153707,225.868046472416,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",10,1.146434723,13,1.349723345,254.77,1.55,0.0479858466666667,221.477610230205,5.58250159108476,209.854782533352,231.636027939527,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",11,1.199510141,13,1.349723345,254.77,1.55,0.0479858466666667,230.235241652074,4.20340511526447,221.444472436114,237.844904584933,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",12,1.25541184,13,1.349723345,254.77,1.55,0.0479858466666667,239.407450960135,2.68924977202948,233.758109615692,244.250552233842,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",6,1.010496627,12,1.373376078,196.73,1.55,0.0479858466666667,153.539887338567,6.98859022448626,139.100373634098,166.108573392018,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B063",7,1.064311124,12,1.373376078,196.73,1.55,0.0479858466666667,160.100217568858,6.07339494321534,147.486066495401,170.966408066372,109,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",1,0.477975941,13,1.210498789,232.62,1.55,0.0479858466666667,96.7903745667999,11.7726553789151,73.3644441178946,118.882326175872,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B106",0,NA,4,0.92349543,208.81,1.55,0.0479858466666667,1.55,9.90465157199494e-16,1.55,1.55,104.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B106",1,0.564299566,4,0.92349543,208.81,1.55,0.0479858466666667,135.144544426008,10.8446145533957,113.4913868486,155.758196327888,104.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B106",2,0.686053416,4,0.92349543,208.81,1.55,0.0479858466666667,160.524454153081,7.85054730529724,144.492953535961,175.026925095034,104.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B106",3,0.769029316,4,0.92349543,208.81,1.55,0.0479858466666667,177.556335406677,5.37957214866882,166.430020263975,187.357813014957,104.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B105",4,0.843625619,13,1.381539188,224.16,1.55,0.0479858466666667,148.927237519117,10.9660458712069,126.80969543846,169.40829770328,121.1,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",7,0.934292771,13,1.210498789,232.62,1.55,0.0479858466666667,183.006793341542,6.56834443361442,169.148127237464,194.550377515541,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",8,0.981674202,13,1.210498789,232.62,1.55,0.0479858466666667,191.621320005301,5.58606169265856,179.785319349205,201.387392254543,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",9,1.015644777,13,1.210498789,232.62,1.55,0.0479858466666667,197.768883086583,4.84237067966081,187.478931371788,206.204113862438,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",10,1.056104634,13,1.210498789,232.62,1.55,0.0479858466666667,205.06119704069,3.91556729397902,196.713108643146,211.853402445377,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",11,1.107505023,13,1.210498789,232.62,1.55,0.0479858466666667,214.281450450601,2.67662495139881,208.551904924151,218.900640844634,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B103",13,1.309263488,13,1.349723345,254.77,1.55,0.0479858466666667,248.195974694205,1.17375373571634,245.720146110747,250.297228023913,184.3,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",0,0.048052055,13,1.210498789,232.62,1.55,0.0479858466666667,1.55,3.05347483999253e-15,1.54999999999999,1.55,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",8,0.923485197,17,1.337619648,245.5,1.55,0.0479858466666667,179.103186483965,10.1538181047519,158.394989543563,197.762234827527,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",13,1.183591541,13,1.210498789,232.62,1.55,0.0479858466666667,227.845736559928,0.723244347339096,226.288926848626,229.08481034001,169,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B105",0,NA,13,1.381539188,224.16,1.55,0.0479858466666667,1.55,1.05254453558117e-15,1.55,1.55,121.1,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B105",1,0.545237563,13,1.381539188,224.16,1.55,0.0479858466666667,103.91661965155,14.1034640957035,76.7330830896245,131.553841053247,121.1,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B105",2,0.658515981,13,1.381539188,224.16,1.55,0.0479858466666667,121.398487655455,13.2592353290313,95.3593407292082,146.825444490093,121.1,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B106",4,0.867629519,4,0.92349543,208.81,1.55,0.0479858466666667,197.567362906209,2.05369508083628,193.263778556731,201.245453360545,104.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B102",15,1.258758887,17,1.337619648,245.5,1.55,0.0479858466666667,233.091586176853,2.19918579604196,228.459232877345,236.988276760718,169.7,"Gambiers","Fabien Morat"
"Lethrinidae","Gnathodentex","Gnathodentex aureolineatus","GAM18_B104",12,1.137984524,13,1.210498789,232.62,1.55,0.0479858466666667,219.726836018592,1.91077381390388,215.6273247416,223.014589100562,169,"Gambiers","Fabien Morat"
